Customer ID,Customer Name,VAT,Country,Total Amount (DKK)
6c7ac3c0-7044-4591-8f16-882ef04aa236,PALLEFABRIKKEN ApS,33752377,DK,54.63
3ab2e92c-8853-40af-913b-cb1ca584d652,Infoteria Lillebælt,25832876,DK,67.19
0afecfad-ac09-41f0-bb7c-bdc306e47bd1,Aunsbjerg,18628139,DK,12296.51
386eb7ea-bdf4-46c2-8e78-2d49b85d30a3,Juveler Jonsén,32364268,DK,71.48
1de65a2b-de85-4e2c-8fe5-f0884407769a,Isonem CPH ApS,42326267,DK,78.19
b8c7b2bc-8f2e-4ab5-9752-802a23ee1e95,Snoghøj Murerforretning v/Anders Steen Christensen,33020341,DK,452.13000000000005
2576f61c-dc64-4874-9863-b417fee7e92a,Mygarage A/S,36953217,DK,12581.354999999998
e8c84d18-6c7f-4382-9f78-b0e6b818f6bd,RØDOVRE DYREKLINIK ApS,20127538,DK,85.49
d8d7812e-a9f0-4eca-82ed-cd9bb7cd03fc,Organique Europe ApS,15765984,DK,81.95
d043ad4e-5c9b-4519-82c0-6074be92ff35,Laegehuset Nyvej 6 I/S,31128803,DK,1329.02
ad1614fc-3a49-4126-b23b-3e6f11e401fe,Anker-Møller Advokater ApS,42523348,DK,4492.679999999999
f5427e1f-cf95-4493-a081-e2856aa3dc29,fs20holding,36910925,DK,74.8
883d6115-7e13-45ef-9ae5-08867dec8d25,Emmapenajo Holding ApS,37792187,DK,93.24
3c834168-3159-45ed-aaeb-df805bb47b7b,VHH Veterinaria Health Holding GmbH,78451104,AT,28924.879999999997
08653ee0-c1bd-48ad-98d0-d2b512a7b26c,New Renewable Energy Resource,39425475,DK,71.24
c064eefb-2a06-4386-8609-28cd217bd2e9,Allcar Service ApS,44486709,DK,175.47
caf7a38c-e624-44a8-91cc-031a9945265b,DYREKLINIKKEN AMAGERBROGADE ApS,40490485,DK,27.32
7b8579df-37b1-491c-9498-9140f2d99048,Billund Hansen Arkitekter p/s,34484732,DK,604.74
bd6a25e8-9a06-4092-bdad-7993e3dffa71,Tarpgaard,15419792,DK,1148.68
71ccd832-7af9-4895-b28d-31e320de3dd7,KM Telecom,45353877,DK,1159.29
6b9d9ae9-4a6b-4562-b8f9-3d1d26b52097,KONGELUNDENS DYREKLINIK ApS,28305222,DK,244.9
26e535ad-5e1a-405e-8478-e867c59afd42,Rabbit Data Solutions,45405249,DK,345.35
a3a3fc7d-aa7a-4b23-8e2f-040366759f9c,VetGruppen,40490485,DK,129433.73799999997
4ed5e7e7-3288-4ac1-80ef-52e64427e8ac,Tekum ApS,44193590,DK,10837.771000000002
3ed9e90b-c7de-4371-bd92-f0065d4356e9,Andersen & Heegaard,18530902,DK,18448.65
a9f08c4f-40ef-428f-839d-2b065d0cd792,Ada's Kæledyrskrematorium,10330491,DK,1504.68
b73e2411-264b-4554-adaf-2630fb9c91d4,Fyns Dyrehospital,43846868,DK,1685.84
1684220b-e529-4e90-a474-f153942121db,Conjux Trading ApS,43706896,DK,45.53
46052720-d2ed-43f2-94c6-46685ce4565d,Dansk Niels Bo,31735211,DK,301.42
4512c721-c910-4a71-b741-8e76a12a8cff,V Holm Jensen A/S,18628139,DK,382.42
ed6db70e-1268-45a7-9439-f2abf03e7705,HotelGammelHavn,39943360,DK,213.58
8f3fef2f-becd-49ea-897f-6e291c1d16fa,Mercury Taiwan Holdings Limited,297077711,DK,10322.399
2899e3dd-4fcb-4792-89fe-6f0ee93a2991,LED IBOND A/S,36048441,DK,1432.65
8c548c14-bdc3-48ed-9e3a-0add8426c092,Den Selvejende Institution Museum Fredericia,44517213,DK,3969.704
87e48fec-0fbf-49fc-811c-fa24370f00f6,Sif Jasmin Smykker,41550716,DK,76.63
5262bfda-b42e-4d6c-aae4-ba585069e651,KAMA Nielsen Erbs Invest ApS,43024108,DK,170.61
867a4ad8-1b47-430c-bc32-c9347843ed90,PORT-TRADE ApS,27092918,DK,1261.96
c4d39603-7ce1-4422-9bdf-388d5e49b7f4,Fredericia tømrer & entreprenørforretning Aps,40747133,DK,112.81
e2d2d5e2-6310-4f21-b461-5caa4d46a0e7,FREDERICIA KRISECENTER,11106005,DK,626.9100000000001
6cf9cca1-4a2f-423a-bd92-45d78480a341,BJ Trekanten,37955213,DK,76.63
138c6670-e765-40b2-943c-b5de4ced1257,RS Regnskabsservice IVS,37605875,DK,381.96
163d0bf0-5754-40c3-ade0-5bb584215677,TML,40316086,DK,3620.14
99a68ddc-d10c-4db7-9761-d998527e67fe,Certus Forsikring,33883560,DK,2506.92
849a1697-ddc1-4834-bd43-2452ea622a5e,Restaurant Kongelunden,20294787,DK,72.50999999999999
45b4044e-cdb0-405f-a6e9-7aafc91e3a8d,LINDEROTH A/S,27343198,DK,572.66
69a05e8a-df66-4013-9b6b-f6d9cfe93fb1,"Dyrlægecentret, Brædstrup - Tørring-Uldum ApS",40490485,DK,27.32
5229d4a8-971d-4a56-99ce-3fc7a0b855b7,VetFamily Rødkærsbro Dyreklinik ApS,42686530,DK,1446.63
16441efd-8587-475c-b7b1-78b8ba0a52b4,Vara Djurklinik,5565655593,SE,13.71
63443196-8fc3-4d38-a492-88dcf80ed64d,Planke-bord.dk (Lillebælthuset),29606390,DK,290.77
5859179d-a7ca-4e1e-a10c-a955be30808f,Helvetiera AG,374.793429,CH,15385.590000000002
1b38a798-0a68-4b38-9d63-2d5c95e6af24,LP JØRGENSEN,29191948,DK,82.24
c2dc10ad-881d-4e70-9170-3a36233881e4,VH REVISION ApS,17871080,DK,338.02
9712d68b-2949-43ad-8cbf-7165b44a1932,SearchComet ApS,40731253,DK,277.19
acefc53e-fd59-4ed2-a5b3-f46bc006ccba,Den Uvildige Konsulentordning på Handicapområdet,26643058,DK,2295.81
d3e20d5c-679e-4875-ae35-b1a9ab433d92,Hvidevareland,32651186,DK,1720.3
629ceb4d-45f1-40bc-8c0f-29e454879b01,Scannautic A/S,33956606,DK,698.5899999999999
04c8ed46-2624-4c70-9247-38b50470a46a,SALLINGVEJ DYREKLINIK ApS,29154333,DK,34.19
7c12a36d-d1e9-4b3b-9d53-1598ed8c0d87,Lerba Consult ApS,40148574,DK,340.79
03fd58b2-419e-4605-b48b-225263ab903a,C.H. Byg,25091663,DK,116.42999999999999
0f4f14d3-db4d-490a-a828-69d0c1e3e58a,Viable8,41477318,DK,142.47
3dbf29f2-de6a-4d61-8d2d-fec8dbc40164,KM PRODUKT ApS,80813317,DK,198.66
7ac6e62a-592c-4635-a93d-c8669cd7239d,Fioniavet,34603219,DK,8952.52
aa26405c-5a3d-4dcb-ada5-4c9cf0e0d180,RS Ejendomsservice IVS,37605875,DK,34.25
382039bc-5633-4dba-8e2d-8be1f1ed35a1,HYLKEDAL ØST ApS,29243484,DK,254.48
fac88089-80d4-49e2-8d3a-3ef584bf0309,"C. Crown & Partners, LLC",86-3717130,US,240.98
1708a7b0-4a85-4f5a-8a37-14091139fddf,Fredericia Musicalteater,42031887,DK,37383.8
93018a56-bc23-46f1-9c38-773c13954550,Danrobotics,35517014,DK,5401.999999999999
6c92b39e-10ef-4569-bdd3-ad85b344ef51,All Logistics A/S,34694737,DK,7748.089999999999
26118d0f-c78b-48fe-81e8-6a7115c7902e,Vetgruppen DE,352559669,DE,16098.420000000002
086eb372-f347-491b-a450-c1a0dce628ae,Skibhus Dyreklinik Holding ApS,27524176,DK,71.48
aabf4629-c0d0-46bd-8402-e5e1536a9855,Tanddyreklinikken ApS,39584271,DK,27.32
c9c4b1f6-e623-45f2-b12a-ca082a40b725,Solvkjar ApS,39152088,DK,131.69
7541cc6e-e95a-4563-847e-fedcc43fabd4,SKOUSEN FREDERICIA ApS,29828415,DK,39.609999999999985
9d26f81b-1f6c-4885-9282-12d31d13c8b5,HM Systems A/S,13261296,DK,6120.87
2a0f9f1f-9eaf-4630-8298-a3472e44b5a4,Readings,43640240,DK,81.95
28df1fac-4e9e-4929-9f34-e4f3874c08ee,OMMERSYSSEL DYRLÆGERNE ApS,19089290,DK,103.99
d15cb22e-dc6a-4677-8aab-0f141b165937,Weptos A/S,15649089,DK,785.7
84e59cbb-9d7a-4eb7-b475-d8aba4c69d0b,Aakirkeby Dyreklinik,18207486,DK,38.32
43c4b0b6-5acd-4aa4-b9a6-0c3eb0f32cae,Anicura Centrum Dyrehospital,25706455,DK,27.32
628701eb-0898-40fd-97f9-c95a07415e10,FC Fredericia ApS,27263496,DK,3487.47
b91e1349-633d-4f60-be5b-95403ae55bea,Thejl Law,42004618,DK,34.19
921382d3-7ec3-4e8b-9788-186d3b941e69,Jysk Tømrer,35468838,DK,1944.42
bfd582db-8c08-43b8-add5-7c155c107d8d,Pallefabrikken A/S,33752377,DK,327.78
73b50e2b-120a-46b4-8268-6f04e0274524,Haslev Dyreklinik,14231692,DK,182.06
75554b00-8136-44cd-8c3c-03337c5060b0,Scan-Pork A/S,29614857,DK,284.95
845d36c5-c7a3-4fe7-b747-e29b80efc95b,Visuel ApS,31494850,DK,71.73
3298b959-2d7a-48d5-be11-f3789ce348dc,PEAB Asfalt A/S,18298503,DK,3697.5800000000004
3e2d3546-1593-460d-8005-ae0186e0e915,Dan Rasmussen VVS aps,26615933,DK,526.3499999999999
295a6373-ed21-4d5c-8eee-7af360408442,Ferrum Group,29175489,DK,8027.712
fc4579c6-1e09-45f9-81a9-e22e70c82caf,Trolle Law,34890404,DK,6360.880999999999
ed4d30ab-45fd-4acc-b77f-79ec949dadaf,Kongslund Automobiler,42646218,DK,119.74000000000001
8639c767-b0ea-4a4a-8a6d-76549c1ed511,BENIBYG,44089386,DK,239.26
160f502e-a2a7-4195-895c-97d2723ba72d,Vetopia,40730087,DK,81386.28099999999
344a4cae-2c20-426e-8d93-91f92387baf6,Brøndby Dyreklinik,42686506,DK,305.8
110a2651-f323-4e5f-945f-34c4118ee45b,Lux Outdoor,38911015,DK,634.69
454729ff-60a4-40f5-a88c-355c6e23b10f,Enova Insurance,43220152,DK,1952.1899999999998
a7aa35f8-d102-4b5a-90a7-0879bbfc3218,Råd & Revision,25593995,DK,933.03
2e7748b7-1242-48e7-8c01-429de05ae312,Kaarinan Eläinlääkäriasema Oy,FI32457638,DK,82.05
7dd8acab-e7bb-4e54-9f8b-dbedb09b89d4,Restaurant MeMu,35855157,DK,461.18
73ddfac8-941c-44e6-8bc0-15adae336726,Optimo Marine ApS,39759152,DK,133.07
c2c2cedb-6a8e-4f6f-8997-37b7de55c388,ALFABO,26771846,DK,265.19
675417b0-dc27-4cb8-a7bf-5e56aa6598f6,Ytool,30245075,DK,208.45999999999998
d21a2cea-9315-4099-9560-7b140ba01329,Hedelins Bogholderi /v. Inga Hedelin,34321094,DK,130.68
b7d73c20-32d1-46ec-954d-ca207d80d023,UV Clinical ApS,38401572,DK,512.05
00ec7b7c-0e67-43b7-bf6b-538fe08c3732,Hesteklinik Herning,27239226,DK,170.61
8f5b262a-ae21-4127-bc47-c611d0c70710,Green Island,42487635,DK,171.03
6aa29e83-ff6b-4312-be75-38289bac489f,Vejle Kirker og Kirkegårde,59796917,DK,1948.2999999999997
5eb57aca-bdd5-4764-ab1a-de82c7d6a69c,Skinlab v/Maiken Aabo Larsen,33798865,DK,272.40999999999997
af125b69-b1d9-421d-b0e5-e3901a807bdf,Vetlanda DK,,SE,85.49
3faf4169-618f-4e41-b43b-52a45be31a5a,STEP Transport,39378094,DK,2414.5
628e8360-ddc8-4ed5-92b7-77abf00498c6,Tpludvigsen,31494850,DK,52.02
b06048ef-aba5-4aec-ade1-0bd9622bda46,Jacob Dyrholm Franck,10,DK,27.32
ee67ed7f-5967-450e-81a8-f1818d745846,Naver Energy,43388193,DK,138.6
ca621143-d90d-43e0-adde-aecb82e7db4b,ReQT Consulting,41735376,DK,9.54
c5baf174-93de-4713-b9b1-78a5ad1dbe81,Anicura,34897778,DK,97.02
5a95ea4b-39e1-483c-9b84-c4145d5f8674,Veterae,817453400,FR,154.0
8c964acc-ab7d-41aa-8284-4184e844719e,consel aps,29222924,DK,77.0
d72f3f46-8497-4d65-a8d4-d1909d9a6880,Frederiksværk Dyrehospital ApS,,DK,187.0
9d03fee1-b6e3-451a-99b2-4a206a5a8940,Pedersen og Madsen,,DK,132.0
1910cfd9-88b5-49b5-9ebe-3acb7abfd614,Muchbetter ApS,40358293,DK,66.0
337503ad-d158-45bf-a5df-6aaeeeeaca12,DK Automobiler A/S,,DK,209.0
d5e38a03-074f-4202-a45e-23a7b6ec401f,Skanderborg Dyrehospital,32872921,DK,88.0
f45c8fb3-a757-4dfd-a16b-4e057ffd477f,The Bunker Firm,44067269,DK,121.0
af9de7a4-9be2-45fa-bb1b-7ef42424d3e5,AccruPartners,559460352301,SE,891.0
d173156a-d8ec-4842-962f-1ee81b6c1026,Zederkof A/S,,DK,385.0
